merchant,category
grofers,Groceries
big bazaar pos 59694,Groceries
dly mrt 61695 chnn lcl krn py,Travel
deb card acrepairservice5831,Services
utr more supermarket!6550 upi 56f38f88,Groceries
medplus,Health & Medical
ac service upi c727950d,Services
electricity bill imps 82989,Bills & Utilities
cash withdrawal noida 56919,Others
shell fuel pos 78822,Fuel
kfc vpa pos 96518,Food & Dining
netsub ord7131,Entertainment
blink go cab imps 17183,Travel
medplus imps 32094,Health & Medical
decathlon,Shopping
spencers@9943 pos 23376,Groceries
more supermarket upi 780620e4,Groceries
amazon prime,Entertainment
general store,Others
utr water can delivery imps 88288,Services
netflix pos 32767,Entertainment
blink go cab imps 30329,Travel
more supermarket,Groceries
bigbasket-4419 pos 74361,Groceries
iocl pump imps 50929,Fuel
BooMkyShow#392,Entertainment
cafe clinic 16224 vijayawada,Food & Dining
gurgaon petrol pump 85811,Fuel
RICTC#391,Travel
tata cliq*8218 pos 53513,Shopping
hyd city plaza gpay,Bills & Utilities
bigbasket pos 47191,Groceries
bookmyshow imps 77600,Entertainment
Starbucks txn6376,Food & Dining
1mg,Health & Medical
gpay-IndiGoAirlines-6015,Travel
payment to bigbazaar275,Groceries
jio postpaid vpa,Bills & Utilities
phonepe-Spencer's-4857,Groceries
hindustan petrleum@4964 pos 10253,Fuel
electricity phonepe bill upi 833c378a,Bills & Utilities
pharmeasy imps 93774,Health & Medical
house cleaning imps 21949,Services
utr unknown txn pos 45888,Others
house cleaning,Services
txn 1mg quickpay 29297 noida,Health & Medical
max hospital,Health & Medical
28244 nd rf96118 j mrt rbn mll,Groceries
bookmyshow imps 37288,Entertainment
barber*3552 imps 17380,Services
JioFbierBill#863,Bills & Utilities
myntra upi b0f3f87a,Shopping
mak ord5634,Travel
Domino's Pizza txn98080,Food & Dining
vpa pharmeasy upi 84d1110a,Health & Medical
98491 mum iocl green fresh dmart paytm,Fuel
electricity bill-1437 imps 29767,Bills & Utilities
Gas Cylinder Booking txn40930,Bills & Utilities
air india,Travel
card *ajio1738,Shopping
neft air india,Travel
irctc pos 38803,Travel
gpay 88097 jio mart,Groceries
burger king upi dfe6deac,Food & Dining
water can delivery_3270 pos 73712,Services
ola imps 71836,Travel
hpcl pump,Fuel
reliance fresh omni corp chennai uber,Groceries
utr#sonyliv5438,Entertainment
SonyLiv txn84009,Entertainment
mm 67104 bg bzr,Groceries
31318 txn unknown txn fortis,Health & Medical
urbcom ord9995,Services
ndG rlns798,Travel
reliance fresh upi 6e1d0dbe,Groceries
meesho-2492 upi fe6c3bea,Shopping
sony liv,Entertainment
rapido pos 42186,Travel
gas bill pos 83634,Bills & Utilities
misc payment pos 10003,Others
general store imps 33061,Others
cafecoffee_210 upi f66a4598,Food & Dining
bookmyshow imps 72785,Entertainment
noida imps 34011 myntra express mart,Shopping
Shll Fl Cntr523,Fuel
jio global stores 12174 prime video pune pos,Bills & Utilities
ref9f4e66 48100 pay union services shell,Fuel
pune 94953 jio paymart electricity bill,Bills & Utilities
trf#iocloutlet9977,Fuel
medplus pos 12556,Health & Medical
electricity bill imps 76232,Bills & Utilities
netflix pos 31807,Entertainment
hpcl pump upi 4e78bcea,Fuel
misc payment@4132 upi c1a4400c,Others
Mr Sprmrkt585,Groceries
gpay paymart dominos 54330,Groceries
46262 jio reliance txn noida,Bills & Utilities
jivayu ord2292,Health & Medical
paytm jio postpaid pos 92377,Bills & Utilities
transfer pos 24702,Others
neft barber@2562 imps 69301,Services
iocl txn 80739,Fuel
phonepe-Decathlon-2719,Shopping
pytm 62056 strbcks cr wsh dl,Services
medplus pos 9822,Health & Medical
vpa flipkrt/2415 upi bf30ef2f,Shopping
general store upi 798719f8,Others
neft medplus,Health & Medical
petrol pump flipkart,Fuel
pizza hut imps 42833,Food & Dining
ajio upi 145e24be,Shopping
ref 64672 pune mcdonalds shell,Fuel
sony liv!5394 imps 46102,Entertainment
lcl krn mps,Groceries
cafecoffee&8651 imps 85964,Food & Dining
gascylbo ord1482,Bills & Utilities
sony liv#7464,Entertainment
sony liv,Entertainment
mum txn gas bill 32775 petrol pump,Fuel
gift vpa shop imps 63074,Others
gpay-MiscPayment-6054,Others
general store pos 17068,Others
received from indianoilfuelstation8031,Fuel
iocl 39792 starbucks,Food & Dining
vpa airtel recharge pos 66422,Bills & Utilities
medplus*5844 paytm,Health & Medical
ref bigbasket 77694,Groceries
Nykaa#188,Shopping
nknwn txn strbcks mn crp 36916,Food & Dining
ajio,Shopping
noida nykaa gpay pathlab 79147,Health & Medical
bookmyshow upi f71a1f33,Entertainment
airtel blr 1mg card,Bills & Utilities
Electrician Services txn57866,Services
chennai electrician urban mall ref,Services
phonepe ac service pos 84942,Services
gurgaon 71982 big bazaar ref,Groceries
zomato onepay del ord,Food & Dining
blr 66114 ref3c4c60 prime video urban mall,Entertainment
card 92104 pharmeasy,Health & Medical
shell fuel_7511 upi 04246146,Fuel
general store,Others
ajio upi 6ca5ccd3,Shopping
shell fuel imps 34114,Fuel
56811 irctc cash withdrawal city plaza noida,Others
pharmeasy upi e9d860d1,Health & Medical
phonepe-1mgMedicines-6213,Health & Medical
gift shop,Others
txn vijayawada ref8fdaa6 41043 cafe fastlane unknown txn,Food & Dining
paytm jio postpaid imps 16479,Bills & Utilities
urban company upi 5399d996,Services
irctc pos 38803,Travel
15482 blr crd bpcl j,Shopping
1mg#338 pos 49636,Health & Medical
ac service pos 70990,Services
ord gurgaon prime mart 21220,Services
mum 72190 petrol pump,Fuel
water bill-3833,Bills & Utilities
iocl pump,Fuel
uberid ord5324,Travel
paytm irctc*3925 imps 63368,Travel
Star Bazaar,Groceries
paymart vijayawada 96323,Others
zee5 pos 14133,Entertainment
barber pos 83896,Services
unknown txn swiggy onepay pune upi,Food & Dining
big bazaar imps 24074,Groceries
txn dth ref00d817 parking fee,Bills & Utilities
ajio,Shopping
UnknownTransactoin#905,Others
prime video blr plumber 74961,Entertainment
hpcl pump pos 92954,Fuel
decathlon upi 073f8192,Shopping
zom ord5931,Food & Dining
gas bill upi c926db96,Bills & Utilities
paytm medplus#3120,Health & Medical
hut!8602 pizza,Food & Dining
grgn rbn mll 94031,Entertainment
noida pvr fortis 71081 gpay,Health & Medical
kfc upi 0dcf2275,Food & Dining
myntra upi a47cd1b1,Shopping
pharmeasy upi e6136d98,Health & Medical
electricity bill,Bills & Utilities
vpa sony liv imps 87010,Entertainment
decathlon,Shopping
gpay unknown txn_425 imps 42165,Others
barber-5508 pos 99009,Services
phonepe pizza hut@8544,Food & Dining
myntra imps 85459,Shopping
imps mum paymart,Entertainment
shell fuel pos 27975,Fuel
cafecoffee imps 44066,Food & Dining
gift shop pos 98077,Others
HPPetorlPump#120,Fuel
myntra imps 95659,Shopping
pune 25962 indigo ord,Travel
vijayawada gas bill quickpay ref8268a5 pos,Bills & Utilities
gpay reliance fresh@5464,Groceries
iocl pump upi ad5411b9,Fuel
water can delivery upi 616f5abd,Services
tata cliq,Shopping
parking fee mum txn,Others
BigBzaaar#227,Groceries
imps gurgaon 7495 ref08e024 bpcl prime mart,Fuel
hindustan petrleum,Fuel
pathlab ref0b209e big bazaar union services hyd pos,Groceries
medplus,Health & Medical
misc payment,Others
myntra,Shopping
shell fuel pos 89111,Fuel
zomato,Food & Dining
misc payment pos 4903,Others
ajio,Shopping
Decathlon txn8641,Shopping
decathlon imps 81438,Shopping
paytm transfer%880 imps 36605,Others
urban company pos 37300,Services
pay pune big bazaar 38997 clinic,Groceries
pharmeasy#1698,Health & Medical
ajio upi 8746def5,Shopping
ajio imps 36632,Shopping
neft 1mg@4944 upi 54f3655d,Health & Medical
netflix%7559 pos 36695,Entertainment
house cleaning imps 79321,Services
PharmEasy txn96192,Health & Medical
airtel vendor payment pos,Others
jio postpaid upi 1bebd47e,Bills & Utilities
reliance fresh-591 upi ea1a0044,Groceries
water bill pos 96090,Bills & Utilities
water bill pos 96090,Bills & Utilities
imps union services 13021 vijayawada,Others
kl rfb1151 16772 str srvcs,Health & Medical
dth gs bll prm mrt ps,Bills & Utilities
misc payment imps 50871,Others
grofers,Groceries
gpay-MoreSupermarket-6875,Groceries
gpay blink go cab imps 16775,Travel
vpa urban company*7041 imps 90336,Services
rf nd sptfy,Entertainment
meesho upi 80c67ca0,Shopping
br Rds404,Travel
urban company imps 11586,Services
grofers pos 9954,Groceries
house cleaning&8867 upi cb417d17,Services
sptfy dth cty plz rd,Bills & Utilities
trf#kfc4626,Food & Dining
1mg-9461 upi txn pos 48809,Health & Medical
indigo airlines imps 48530,Travel
bpcl petrol pos 54033,Fuel
RelianceFrseh#155,Groceries
hotel saravana upi d4c54019,Food & Dining
goibibo omni corp vijayawada,Travel
airtel recharge_3384 imps 60722,Bills & Utilities
vpa airtel recharge imps 16220,Bills & Utilities
clinic city plaza ref696cf9 imps,Health & Medical
swiggy chennai,Food & Dining
amazon imps 38139,Shopping
misc payment ref bbnow onepay 36753,Groceries
pos bookmyshow vijayawada urban company 66699,Entertainment
ola imps 76663,Travel
electricity bill@1525 imps 57168,Bills & Utilities
imps tata cliq pos 58752,Shopping
bpcl petr upi 3ae35cfd,Fuel
liv sony pos 64574,Entertainment
transfer@836 upi a560e451,Others
kfc pos 60393,Food & Dining
gurgaon refff246d imps amazon express mart petrol pump,Shopping
pvr reliance,Entertainment
mcdonalds upi d4bb9897,Food & Dining
grgn j mrt ps j,Groceries
reliance fresh-591 upi ea1a0044,Groceries
vpa blink go cab-6416 upi 872d7b5a,Travel
upi txn dth recharge-5206,Bills & Utilities
unknown txn%2226 imps 36851,Others
txn%5136 vpa unknown imps 95284,Others
bharat petroleum apollo daily mart 80623,Health & Medical
vpa medplus-3737,Health & Medical
gpay uber#3592 imps 34213,Travel
airtel recharge pos 89537,Bills & Utilities
jio postpaid pos 25364,Bills & Utilities
C Rpr Srvc105,Services
paytm irctc%9806,Travel
electrician onepay petrol pump 68357 blr,Services
JioMart Grocery txn94003,Groceries
imps salon service%9044 imps 90322,Services
pharmeasy upi 210a331d,Health & Medical
flipkrt pos 59053,Shopping
51537 txn jio,Bills & Utilities
paytm water bill imps 41176,Bills & Utilities
uber 18704 big bazaar green fresh chennai,Groceries
imps hpcl pump_8472 pos 68969,Fuel
barber pos 12091,Services
gpay mcdnlds,Food & Dining
gpay-BPCLPump-4337,Fuel
meesho-8975 pos 6852,Shopping
zoma%7940 gpay pos 77741,Food & Dining
paytm-GasCylinderBooking-1147,Bills & Utilities
swiggy upi 0a23ca66,Food & Dining
cleaning*5406 vpa house,Services
hotstar pos 75051,Entertainment
barber imps 42863,Services
imps ola upi 844f2068,Travel
neft shell fuel/8200 pos 75007,Fuel
hindustan petroleum pos 29004,Fuel
noida ref9682a4 ord dmart prime mart 84007,Groceries
ola,Travel
Myntra txn52081,Shopping
swiggy travelmart refbbdc5d gpay hyd,Food & Dining
card noida kfc dominos 63862,Food & Dining
flipkrt imps 38965,Shopping
cafecoffee upi ba227d0b,Food & Dining
dth recharge,Bills & Utilities
shell fuel pos 52550,Fuel
vpa hpcl pump upi a67eaf0d,Fuel
barnat ord1205,Food & Dining
myntra pos 87825,Shopping
pos id#jivaayurveda8094,Health & Medical
upi txn indigo airlines upi d45a6a7b,Travel
ola,Travel
electricity bill 5927 pos,Bills & Utilities
pump iocl paytm upi f77a5e52,Fuel
neft bigbasket%9025 imps 76176,Groceries
General Store,Others
MakeMTyrip#108,Travel
medplus_741,Health & Medical
water bill pos 38446,Bills & Utilities
phonepe hotel saravana#5294,Food & Dining
hospitl_854 max upi c3f27b52,Health & Medical
22386 pay parking fee apna mart,Fuel
sony liv upi acbb4c96,Entertainment
electricity bill,Bills & Utilities
Shell Fuel Centre txn63236,Fuel
JioMart Grocery txn56640,Groceries
myntra pos 48340,Shopping
airtel recharge upi b514c24b,Bills & Utilities
neft pharmeasy@9864 imps 62417,Health & Medical
Zomato txn7743,Food & Dining
ajio upi 2205555b,Shopping
hotstar imps 31956,Entertainment
urbcom ord6494,Services
ac service upi d1f1c71b,Services
paytm water bill imps 41176,Bills & Utilities
chennai irctc upi,Travel
general store upi 07634e92,Others
69182 mn crp rf64414d mm,Services
zee5 upi d3710ec7,Entertainment
recharge&9818 paytm airtel upi 77d29c6c,Bills & Utilities
gurgaon omni corp ref mcdonalds,Shopping
70119 nyk vndr pymnt kl,Others
Stabrucks#771,Food & Dining
urban company card gurgaon star services,Health & Medical
amazon prime imps 48424,Entertainment
burger king pos 31072,Food & Dining
Decathlon txn14055,Shopping
ndG rlns150,Travel
neft bpcl petr/2898,Fuel
1mg pos 63676,Health & Medical
lctrcn Srvcs342,Services
broadband 26018 blr pay,Bills & Utilities
phonepe pizza hut@8544,Food & Dining
neft barber upi aa50c26b,Services
zomato upi 7a0e30c8,Food & Dining
phonepe pharmeasy upi 060ceb17,Health & Medical
dominos pos 59859,Food & Dining
meesho imps 17071,Shopping
Dmn's Pzz434,Food & Dining
Spncr's277,Groceries
phonepe-ShellFuelCentre-9472,Fuel
urban company upi f39afb64,Services
vpa salon service*1301 imps 35030,Services
gpay indianoilfuelstation6767,Fuel
rapido imps 75310,Travel
nykaa 34979 ref0c21c5 noida reliance fresh txn,Groceries
netflix upi 08df18d7,Entertainment
609 bbnow fastlane,Groceries
vpa burger king-7694 pos 80791,Food & Dining
tata cliq,Shopping
neft dmart,Groceries
pos fortis del reliance fresh apna mart,Groceries
max hospital,Health & Medical
electricity bill upi a20db255,Bills & Utilities
indigo burger king 8218 hyd card,Travel
Air India,Travel
subway upi 4118db9c,Food & Dining
medplus upi 1c4e2a83,Health & Medical
barber,Services
misc payment,Others
gpay gas bill upi 1ece6cf9,Bills & Utilities
swiggy imps 41363,Food & Dining
meesho@5238 imps 85530,Shopping
blr 18671 gpy r nd lcl krn pymrt,Groceries
indigo prime video kol,Travel
apollo pharmacy pos 57987,Health & Medical
misc payment&782,Others
pump utr hpcl imps 37099,Fuel
transfer,Others
urban company imps 30991,Services
utr dmart@3293 upi fb856cc0,Groceries
house cleaning imps 96321,Services
irctc 89516 salon quickpay gurgaon ref,Services
house cleaning upi 9aa95cfc,Services
pn 89714 msc pymnt nknwn txn mps,Others
apollo pharmacy_7997 gpay pos 69983,Health & Medical
del 67434 paytm refa9b4ab vendor payment fuel station,Fuel
1mg pos 93554,Health & Medical
transfer pos 4085,Others
upi txn gift shop*5464 upi 97de2920,Others
unknown txn neft,Others
iocl pump imps 38679,Fuel
bazaar imps big,Groceries
big bazaar imps pos 31110,Groceries
bookmyshow upi 1bf36e0d,Entertainment
zee5 upi 896e75eb,Entertainment
burger king,Food & Dining
13923 ref38318e chennai ola apna mart,Travel
upi fortis ref3bfb35 starbucks 23781 gurgaon,Health & Medical
indigo airlines#6102 paytm pos 61107,Travel
phonepe-JivaAyurveda-968,Health & Medical
medplus pos 98907,Health & Medical
phonepe bookmyshow imps 68209,Entertainment
utr#bookmyshow9462,Entertainment
pharmeasy upi 04e09c37,Health & Medical
house cleaning pos 57883,Services
hyd cash withdrawal upi 1mg 77348,Others
TatCaliq#655,Shopping
apollo pharmacy,Health & Medical
mispay ord4153,Others
neft big bazaar*2260,Groceries
salon service imps 27537,Services
shell global stores upi,Fuel
misc payment travelmart 7962 card refeaed93 pune,Others
apollo pharmacy upi 0470597b,Health & Medical
urban company,Services
misc payment utr imps 28073,Others
jio postpaid upi 5179c5ba,Bills & Utilities
paytm-1mgMedicines-9676,Health & Medical
gpay meesho&8349,Shopping
amazon prime imps 39010,Entertainment
phonepe amzn prime imps 25375,Entertainment
zee5 pos 39756,Entertainment
imps txn unknown upi 3c941e80,Others
prime mart ola,Bills & Utilities
paytm apollo pharmacy imps 27314,Health & Medical
general store imps 25251,Others
RdBs111,Travel
imps salon service#1615 pos 57429,Services
gas bill_2289 pos 93840,Bills & Utilities
decathlon,Shopping
dth recharge imps 11946,Bills & Utilities
uber upi 8e647fc5,Travel
misc payment pos 13841,Others
1mg imps 67090,Health & Medical
gas bill pos 83634,Bills & Utilities
gift shop imps 19110,Others
gpay big bazaar&6597 pos 12094,Groceries
air india pos 71509,Travel
more supermarket,Groceries
utr electricity bill%2300 imps 74925,Bills & Utilities
zee5,Entertainment
txn shop/3485 upi gift pos 28246,Others
paytm jio postpaid pos 34179,Bills & Utilities
txn dominos upi upi 9302e5e4,Food & Dining
sptfy kl 15857,Entertainment
sony liv upi 895fd276,Entertainment
Swiggy txn48012,Food & Dining
apollo pharmacy pos 4595,Health & Medical
pune metro ticket global stores pay 50565,Travel
medplus pos 98907,Health & Medical
misc payment pos 13841,Others
big bazaar*8588 pos 24070,Groceries
misc payment pos 13841,Others
IOCL Outlet,Fuel
ord#urbancompany435,Services
McDonald's,Food & Dining
blink go cab upi 64d9262f,Travel
phonepe bpcl ptrl,Fuel
utr max hsptl!913 pos 27933,Health & Medical
bookmyshow paymart ord 13780 fortis vijayawada,Entertainment
gpay myntra pos 29727,Shopping
jio mart upi indigo gurgaon,Groceries
imps more supermarket imps 57128,Groceries
upi txn water bill&2268 imps 35477,Bills & Utilities
48629 vijayawada pathlab urban mall ref4c4cb0,Health & Medical
more supermarket,Groceries
noida 52636 bpcl fastlane reff6f314,Fuel
card urban mall vijayawada 96770 refd3553b,Shopping
misc payment pos 8827,Others
pune 64477 star services,Shopping
bigbasket pos 54420,Groceries
gurgaon dmart refc5710f amazon star services,Shopping
burger king imps 52282,Food & Dining
pune 92191 green fresh gpay,Fuel
hindustan petroleum pos 29004,Fuel
watboapa ord1646,Bills & Utilities
iocl pump upi a853011e,Fuel
decathlon_1415 pos 88917,Shopping
neft air india,Travel
flpcrt#7675 imps,Shopping
paytm del 69282 apna mart,Entertainment
bill#7347 gas upi b374d58c,Bills & Utilities
jio postpaid pos 65039,Bills & Utilities
gpay transfer upi 51017669,Others
utr#starbazaar1588,Groceries
airlines indigo imps 35960,Travel
iocl pump gpay,Fuel
parking fee onepay ref59a4c7 hyd 12457,Others
11875 city plaza paytm gurgaon,Bills & Utilities
gift vpa shop imps 63074,Others
swiggy upi ad1f38be,Food & Dining
mastercard *waterboardpayment575,Bills & Utilities
Reliance Fresh txn5888,Groceries
electricity neft bill@5814,Bills & Utilities
Airtel Recharge txn59350,Bills & Utilities
more supermarket imps 55240,Groceries
deb card vasaneyecare7179,Health & Medical
mzn npy fl sttn gpy,Shopping
urban company card 28305 chennai ref806116 jio,Bills & Utilities
indigo airlines paytm pos 16179,Travel
ord#indianoilfuelstation7363,Fuel
Domino's Pizza txn70616,Food & Dining
69168 crd brgr kng pymrt vjywd,Food & Dining
utr water bill upi 9ddc0bcf,Bills & Utilities
salon service imps 73885,Services
bookmyshow,Entertainment
pump%2251 iocl pos 66761,Fuel
shop vpa gift,Others
blr ref urban company,Services
shell fuel upi cab49b69,Fuel
amazon upi 4a89ef92,Shopping
unknown txn upi 002ca3a0,Others
barber,Services
imps air india%8960 imps 34179,Travel
shell fuel upi 551fd556,Fuel
shell fuel imps 77173,Fuel
bigbasket upi fdb64c51,Groceries
apollo pharmacy pos 92862,Health & Medical
bigbasket imps 21852,Groceries
Starbucks txn16012,Food & Dining
upi txn housecleaningservice4260,Services
upi txn ajio imps 90469,Shopping
hotel saravana upi 3248af54,Food & Dining
cleaning*5406 vpa house,Services
GasCylinderBooknig#514,Bills & Utilities
rapido@1126,Travel
Nyk143,Shopping
64271 kfc global stores pune ref,Food & Dining
Myntr647,Shopping
nd 98923 br,Travel
olacab ord7756,Travel
meesho upi cfcd0063,Shopping
olacab ord9074,Travel
26355 hyd omni corp air india,Shopping
utr#bpclpump6576,Fuel
gpay iocl pump upi 449d6bd7,Fuel
amzn prime upi 550feaa8,Entertainment
reliance fresh upi a5a9f8b9,Groceries
onepay refa8138d 15596 water bill blr,Services
subway pos 78200,Food & Dining
ac service&9184 imps 45557,Services
jAio#757,Shopping
spencers imps 35944,Groceries
transfer,Others
rapido upi 145c58a9,Travel
jio postpaid%3037 upi fa9a7f3d,Bills & Utilities
card *jiomartgrocery1504,Groceries
iocl pump imps 38643,Fuel
paytm pharmeasy!922,Health & Medical
daily mart 5216 kol irctc ord,Food & Dining
phonepe bookmyshow imps 68209,Entertainment
ref7054d6 mum pay tata cliq onepay 1443 jio mart,Shopping
netflix plumber blr,Entertainment
cafecoffee/9375 upi 6b05cd48,Food & Dining
hotstar pos 1643,Entertainment
imps irctc upi 87feacc3,Travel
irctc!574 imps 77243,Travel
vaseyeca ord8943,Health & Medical
hindustan petroleum imps 25007,Fuel
caswit ord2366,Others
upi dominos pune star services,Others
neft company urban upi f59f78c8,Services
PVR Cinemas txn19463,Entertainment
upi txn transfer pos 66375,Others
sony liv@4049 pos 71841,Entertainment
big bazaar@267,Groceries
express mart blr shell ord,Services
imps gift shop!1097,Others
phonepe rapido imps 91756,Travel
shop gift imps 71231,Others
house cleaning upi c541d0da,Services
card unknown txn,Others
big bazaar,Groceries
distvrec ord2870,Bills & Utilities
fastlane upi shell 39452 kol,Shopping
amazon,Shopping
noida pay ac repair electrician apna mart,Services
bpcl petr/9927 pos 51446,Fuel
Jio Fiber Bill txn92738,Bills & Utilities
petrol pump jio mart mum,Groceries
water bill vpa imps 97890,Bills & Utilities
hpcl pump pos 59297,Fuel
phonepe rapido imps 91756,Travel
rf2c523 rdbs nd 10665 mps rlnc,Groceries
neft barber upi aa50c26b,Services
65972 txn jio petrol pump onepay,Fuel
irctc%1550 pos 86905,Travel
subway,Food & Dining
bigbasket mum urban company 47037,Services
mastercard *iocloutlet81,Fuel
paytm amazon pathlab 17474 ref35993b kol,Shopping
61988 fastlane gurgaon,Fuel
bpcl petrl imps 82357,Fuel
netflix-852,Entertainment
hotstar imps 61719,Entertainment
myntra pos 66341,Shopping
zee5,Entertainment
J Fbr Bll285,Bills & Utilities
hotstar pos 36888,Entertainment
iocl pump imps 55884,Fuel
water can delivery upi f8286a75,Services
imps jio postpaid imps 89036,Bills & Utilities
burger king%2420 pos 37505,Food & Dining
petrol pump pay omni corp 64106 blr,Food & Dining
Jiva Ayurveda txn39455,Health & Medical
caswit ord2431,Others
plumber 97316 txn noida,Services
jio postpaid imps 85543,Bills & Utilities
vpa bpcl ptrl/7457 pos 44190,Fuel
MedPlus,Health & Medical
salser ord929,Services
amazon prime imps 39010,Entertainment
medplus!4508 imps 55259,Health & Medical
rapido pos 62581,Travel
imps rapido imps 40331,Travel
neft flpkrt,Shopping
pvr xprss mrt rf438343 py 83780,Groceries
max hospital pos 38794,Health & Medical
imps kfc_3311,Food & Dining
dth recharge imps 32817,Bills & Utilities
vijayawada 67517 spotify parking fee,Entertainment
max hospital pos 86626,Health & Medical
sony liv/5557 imps 33299,Entertainment
upi txn medplus upi 823f6ae9,Health & Medical
Jiva Ayurveda,Health & Medical
cab blink imps go,Travel
max hospital imps 76677,Health & Medical
electricity bill nykaa kol ref,Shopping
House Cleaning Service,Services
13587 flipkart electrician pos del,Services
pathlab pos 13363,Health & Medical
medplus pos 72688,Health & Medical
hotstar!4939 vpa imps 92176,Entertainment
Bg Bzr521,Groceries
house cleaning imps 64369,Services
phonepe-UrbanCompany-1715,Services
hpcl pump upi c682f700,Fuel
vpa dmart,Groceries
gpay iocl pump upi 449d6bd7,Fuel
hotstar@4947 upi 8521bf52,Entertainment
water bill pos 74784,Bills & Utilities
general store pos 12552,Others
phonepe-BPCLPump-6939,Fuel
transfer upi 84924457,Others
noida prime video 61131,Entertainment
lctrcn 57845 py gs bll nd,Bills & Utilities
subway pos 10526,Food & Dining
bpcl petrol upi b39c4109,Fuel
gpay iocl pump imps 47163,Fuel
reliance fresh pos 15652,Groceries
subway imps 79756,Food & Dining
netflix,Entertainment
zmto vpa,Food & Dining
bookmyshow upi 76d9581a,Entertainment
bpcl petr@8470,Fuel
more supermarket upi 780620e4,Groceries
cafecoffee upi 592e4c18,Food & Dining
utr iocl pump/4218 imps 19664,Fuel
hotstar imps 93935,Entertainment
myntra pos 35514,Shopping
water bill,Bills & Utilities
neft hindustan petrleum-8172 pos 76311,Fuel
vpa dmart imps 56868,Groceries
kfc upi 6876c2dc,Food & Dining
paytm bookmyshow!4908 pos 14517,Entertainment
myntra,Shopping
dominos imps 46919,Food & Dining
mm py rf5c9ff6 bhrt ptrlm pymrt,Fuel
utr hpcl pump pos 54228,Fuel
payment to irctc4449,Travel
myntra imps 85459,Shopping
dth recharge upi e01c17b3,Bills & Utilities
air india pos 90897,Travel
vpa zee5-4127,Entertainment
gpay sony liv imps 99480,Entertainment
max hospital upi 13a87dcf,Health & Medical
txn 29684 petrol pump pvr,Fuel
vpa dmart*4244 imps 47995,Groceries
electricity bill pos 3743,Bills & Utilities
bookmyshow imps 66340,Entertainment
phonepe shell fuel upi 68791076,Fuel
pune jio mart omni corp,Groceries
Mynrta#521,Shopping
sony liv pos 78548,Entertainment
BigBasket txn25405,Groceries
irctc imps 38329,Travel
iocl pump imps 73486,Fuel
dth recharge pos 80783,Bills & Utilities
gpay more supermarket pos 84326,Groceries
unknown txn imps 99398,Others
misc payment pay mum electricity bill 59123,Others
airtel recharge imps 86740,Bills & Utilities
19135 pay chennai metro,Bills & Utilities
hotstar,Entertainment
imps hpcl pump_8472 pos 68969,Fuel
ord#myntra3181,Shopping
city plaza reliance fresh gurgaon,Fuel
imps shellfuelcentre6740,Fuel
imps shell fastlane 12956 noida,Fuel
iocl pump pos 25157,Fuel
amazon 79918 card,Shopping
gpay more supermarket#1041 imps 41363,Groceries
water can delivery pos 47609,Services
upi txn more supermarket_3642,Groceries
phonepe-PharmEasy-7856,Health & Medical
grofers imps 94771,Groceries
rf2df4d lcl krn kl 1mg,Groceries
liv sony pos 64574,Entertainment
IndiGo Airlines txn89487,Travel
bookmyshow imps 75384,Entertainment
TatCaliq#741,Shopping
reliance fresh upi d0e2d144,Groceries
Salon Service txn26813,Services
jio mart 1339 chennai zomato,Food & Dining
irctc imps 95508,Travel
rtl Rchrg404,Bills & Utilities
go cab blink upi f9dc653a,Travel
rapido imps 93396,Travel
swiggy imps 25319,Food & Dining
jio postpaid pos 12932,Bills & Utilities
42299 netflix reliance chennai txn,Travel
imps ola,Travel
misc payment pos 35296,Others
lcl krn rd phrmsy mn crp,Health & Medical
RCTC392,Travel
decathlon imps 73972,Shopping
hindustan ptrleum pos 21022,Fuel
forhos ord3178,Health & Medical
rf chnn lctrcty bll trvlmrt,Entertainment
bigbasket imps 77366,Groceries
imps zmt#5191 imps 75340,Food & Dining
netsub ord7813,Entertainment
kfc imps 87268,Food & Dining
water can delivery#7834,Services
unknown txn upi dc5698e1,Others
air india imps 32014,Travel
ac service upi ad94d336,Services
urban company pos 79788,Services
phonepe-BarbequeNation-3184,Food & Dining
apollo pharmacy upi 47c7fcff,Health & Medical
uber pos 45647,Travel
imps jio postpaid pos 19885,Bills & Utilities
general store upi 6d0f3cfd,Others
Gnrl Str904,Others
air india imps 96183,Travel
AirtelRehcarge#275,Bills & Utilities
olacab ord1549,Travel
sub ord4555,Food & Dining
uber pos 52423,Travel
flipkart pos 14404,Shopping
decathlon upi 073f8192,Shopping
medplus upi f24b49ca,Health & Medical
general store upi 034c0458,Others
water bill upi 81b5164a,Bills & Utilities
netflix pos 41598,Entertainment
swigi imps 29001,Food & Dining
visa *salonservice7135,Services
gas bill pos 41260,Bills & Utilities
blink go cab,Travel
medplus pos 72688,Health & Medical
utr misc payment imps 31385,Others
max hospital upi e88dcfb3,Health & Medical
transfer*6260,Others
zee5,Entertainment
kol electricity bill apollo card,Health & Medical
barber upi 1e0f7809,Services
global stores 27166 mum bpcl txn,Health & Medical
Aamzon#356,Shopping
salon service,Services
Water Board Payment txn18423,Bills & Utilities
electricity bill upi 90de8f2c,Bills & Utilities
bazaar imps big,Groceries
Rpd Bk Tx620,Travel
bigbasket upi c7694672,Groceries
amazon pos 21281,Shopping
gpay-ShellFuelCentre-2715,Fuel
