merchant,category
hyd 44466 reliance pvr phonepe &163 properttyax subscription,Bills & Utilities
bigbasket ref2498,Groceries
union services hpcl ref283,Fuel
jiomatr &626 gurgaon 27009 rtgs,Groceries
neft 25173 order apna mart blr,Bills & Utilities
prime video ref9131,Entertainment
ride noida mcdonalds xmplayer 93666 note:1802e8d036 ref94493,Entertainment
fortis txn8301,Health & Medical
bigbasket urban mall,Groceries
xmplayer neft kol doctor 10081,Entertainment
33926 &304 phonepe gurgaon gas bill ride,Bills & Utilities
75003 jio mart omni corp txn myntra note:ca9308f654 ref35161 repair,Shopping
hotletaj order gpay 27584 noida %951 movie,Food & Dining
transworld 50809 red,Travel
#474 metroticekt 9704 dinner,Travel
rtgs 93614 mum parkin clinic subscription,Others
star services cafe coffee day ord1228,Food & Dining
dmart mepdlus 41522 !62 movie,Health & Medical
misc payment ord9929,Others
66704 neft movie,Health & Medical
iocl ord4707,Fuel
metro meesho ref4816,Shopping
87713 gpay bharatept,Fuel
tiffin service ord5905,Services
99608 pune pvr metro rai dinner,Travel
reliance fresh chennai &56 9391 pbc,Fuel
87907 vijayawada -736 imps ticket petrol,Services
23550 shop pterolpump -79 note:da6e82b691 ref63517,Fuel
rtgs gurgaon pay 8952,Others
city plaza big bazaar ord7071,Groceries
noida 17128 @707 metro eye care netf repair,Entertainment
69436 paytm rent note:852fe68a02 ref78299,Food & Dining
bbnow txn8791,Groceries
starbucks 76135 imps order maxhospitla &53 petrol,Health & Medical
/941 ohtstar 85818 gurgaon note:f076cf989c ref94086 repair,Entertainment
vpa indigo vendorpayemnt 81586,Others
daily mart unknown ord8548,Others
phonepe dmart 85093 inidgo pharma del note:95af7406d2 ref78585 subscription,Travel
pathlab 25424 green fresh _737 imps salon subscription,Services
iocl 43016 phonepe kol,Fuel
doctor fastlane rent 47241 *725 gurgaon note:36260e7cb7 ref87139 doctor,Shopping
paytm travelmart mum 55617 note:9f66181e24 ref90943,Bills & Utilities
recharge mum hotel taj car wash paytm 29654 grocery,Services
union services medplus ref7227,Health & Medical
bharat petroleum ref4403,Fuel
/511 cab 45465 gpay nykaa she flight,Fuel
50196 clinic urban mall uber grocery,Travel
64956,Services
burger king hyd,Food & Dining
reliance gas pump ord3551,Fuel
txn bigba urban company transworld gpay 120 note:d8f11fbc58 ref18369,Groceries
16997 pune recharge vpa gift shop,Others
%661 utr acrepari 17824,Services
491075,Groceries
fastlane bank transfer txn2227,Others
water board ord7960,Bills & Utilities
salon mum 56072 union services gpay htos,Entertainment
imscpayment indigo 88904 dinner,Others
paymart pvr txn794,Entertainment
15181 rtgs del _114,Services
myntra ord5513,Shopping
onepay bigbasket ord1417,Groceries
1mg utr 47030 :314 leectrici note:7300e4edfa ref88957 grocery,Bills & Utilities
vendor payment txn8449,Others
water board txn7702,Bills & Utilities
urbnacompany 34545 iocl note:579ba76fe3 ref42346,Services
95037 fuel bank tr blr misc payment paytm /228,Others
amazon ord1255,Shopping
transworld ajio outlet ref5463,Shopping
rtgs quickpay ajio mum doctor 32959 note:8ebb7e5b51 ref74219,Shopping
neft noida quickpay 57510 fuel _205 note:66cf428d04 ref11321,Entertainment
doctor transworld phonepe del dental 23239 dinner,Health & Medical
53648 vpa doctor vijayawada,Groceries
medplus ref4954,Health & Medical
pune mcdonalds 64810 rtgs star services #652 clinic mcdonalds flight,Food & Dining
vpa spotify express mart 82996,Travel
quickpay 1mg txn9388,Health & Medical
doctor 79553 netflix neft,Entertainment
property tax chennai,Bills & Utilities
chennai burger king amzn fresh 75502 doctor paytm,Food & Dining
neft @531 kol 86725 bigbazaar,Groceries
plumber fuel star services 69251 dinner,Services
neft gurgaon dosa p 22971 shop iocl fastlane,Food & Dining
63366 _208 hse imps,Fuel
txn 67728 blr dominos !744 ajio petrol,Shopping
30215 utr bill %139 vendor p urban mall property tax,Others
muniicpal global stores noida 56975 &878 imps,Bills & Utilities
reliance grofers txn1900,Groceries
tneb chennai utr,Entertainment
hpcl upi 2562 shop vendor payment petrol,Others
petrol bunk ride tiffin service,Services
kfc vijayawada,Food & Dining
hplc rtgs card 56692 express mart tiffin service note:b9239d8218 ref85135,Fuel
bill 7027 neft movie,Bills & Utilities
cinema txn9043,Entertainment
green fresh jio txn1927,Bills & Utilities
rap apna mart mum pharma 84584,Travel
car wash ref10,Services
union services grofers ref12,Groceries
electricity board ref1767,Bills & Utilities
apna mart vpa 90800 unknown gas pump recharge,Others
upi cab goibibo rpopertytax 89643 pune express mart note:e21689f2da ref63252,Bills & Utilities
sony liv ord1462,Entertainment
fortis 30398 chennai movie,Health & Medical
ride upi 56268 del :939 doctor,Travel
52837 mee %455 del upi repair,Shopping
23231 clinic vpa gurgaon ola,Travel
flipkart txn2771,Shopping
city plaza eye care 48237 pvr upi,Health & Medical
fortis vijayawada 10571 doctor,Health & Medical
pune :578 maxhos 21365 neft movie,Health & Medical
imps 68143 del dth houseke pharma,Services
45863 star services ride fro urban company note:ef7fa23464 ref17835 repair,Health & Medical
22989 sony liv travelmart goibbio blr note:3400d89cc8 ref75249,Travel
eye care txn6416,Health & Medical
cab electrician onepay 1591 vpa local k repair,Groceries
55197 @295 chairty,Others
uber ord7777,Travel
ac repair txn7935,Services
paytm reliance property tax muniicpal 90178 ref *785 note:449fd82555 ref16137 petrol,Bills & Utilities
80755 vpa mum petrol,Fuel
prime mart water board txn7379,Bills & Utilities
!329 40654 green fresh upi yeecare repair,Health & Medical
express mart tiffin service txn4311,Services
82543 prime mart bbnow kol bpcl *889,Fuel
609932,Shopping
air india ord5218,Travel
313770,Bills & Utilities
hotel taj mum,Food & Dining
cafe coffee day ord821,Food & Dining
myntra txn9396,Shopping
myntra gurgaon,Shopping
ajio !364 cafe coffee day rtgs pune 22116 grocery,Shopping
bpcl jio mart blr onepay 5644 &639 ticket,Groceries
pvr neft 86474 !964 ref chennai note:a7f21b8cb4 ref14744,Entertainment
city plaza hpcl ord1941,Fuel
upi 87985 1mg pune flight,Health & Medical
fastlane imps tneb 54263 dosa plaza,Bills & Utilities
imps 29830 dth broadband bill,Bills & Utilities
:347 zee5 neft reliance fresh 45577 shop,Groceries
ticket domi hotstar quickpay 60367 #571,Food & Dining
_408 medplus rtgs max hospital 47304,Health & Medical
gurgaon 73559,Others
broadband bill quickpay,Bills & Utilities
goib #512 fuel phonepe 98708 blr,Travel
61276 bank transfer kfc pune ride rtgs,Food & Dining
@761 48119 mcdonalds rtgs note:f7d7974279 ref16637,Food & Dining
8790 pay !690 note:38c9f6debd ref98128,Fuel
prime mart netflix ord8871,Entertainment
omni corp air india txn9123,Travel
kfc onepay 30223 jio vijayawada #346,Bills & Utilities
vpa acrwash shop star services _28 66688,Services
del city plaza rent _327 91939,Travel
prime mart burger king ord6624,Food & Dining
del omni corp rent !273 36554 eze,Entertainment
car wash ord2059,Services
clinic green fresh,Health & Medical
phonepe bbnwo 45815 pharma _595,Groceries
global stores -825 hyd upi zomato 86525 flight,Food & Dining
tiffin service fastlane,Services
noida 34353 petrol pump %148,Fuel
bigbasket pune,Groceries
uber ord5051,Travel
hyd #620 bank transfer txn,Others
redbus emesho pune paytm 77703 subscription,Shopping
umnicipal upi fortis 99434 card !7,Bills & Utilities
/588 kol max hospital 34459 burger repair,Food & Dining
travelmart water board txn2226,Bills & Utilities
49595 star services pos apollo note:dbeaf6c8ac ref20598,Fuel
croma 11199 paytm del ac re,Services
airtel ref4600,Bills & Utilities
pay bue 41453 _73 imps,Travel
19443 tatacilq neft water board petrol,Shopping
utr 30922 blr ofr gift shop,Health & Medical
union services eye indigo 98936 _479 vijayawada subscription,Health & Medical
electricity board txn5046,Bills & Utilities
711 hpcl txn neft #168 note:44e78a9b49 ref54112,Health & Medical
45165 bigba shop pune metro ticket,Groceries
hott paytm 11900 note:02eab1b6da ref77358,Entertainment
_258 sony liv 37237 dosa plaza gpay pune,Food & Dining
shell transworld gpay :636 mum 92831,Fuel
water board vijayawada shop 78066,Shopping
gurgaon vpa reliance pay 6569 grocer cinema,Groceries
94653 munciipal doctor metro kol vpa,Bills & Utilities
iocl vpa 11930 grocery mart chennai,Groceries
59144 blr cash withdrawal pharmeasy daily mart petrol,Health & Medical
rapido txn5895,Travel
shell ref7477,Fuel
!976 card dona 92892 reliance pune,Others
starbcuks 71513 transworld :627 medplus,Food & Dining
grocery mart %302 card utr doctor,Groceries
gift shop star services paytm 14135 bill -755 grocery,Fuel
89834 note:39abc05f8d ref79784,Others
croma transworld,Shopping
60748 #10 hyd cab ozm,Food & Dining
travelmart tiffin service ref5666,Services
rubanco @920 76602 upi ride paymart note:6dc1a4886b ref31395 grocery,Services
15749 mx player utr mum doctor,Entertainment
224928,Food & Dining
_66 imps 50345 pay note:741d2cde7a ref69476,Entertainment
pune #117 29013 bharat petroleum gpay doctor,Fuel
rtgs del #148 dma laundry 46558 fuel daily mart,Groceries
gift shop txn2641,Others
city plaza dental care ref228,Health & Medical
ride vpa 69442 meseho /179 note:4700b3f2eb ref48815 dinner,Shopping
donatoin _76 bill 45663 utr note:917f2b2cd7 ref30532 subscription,Others
mum daily mart 77307 #788 make my trip gpay plumber note:97b723c52e ref45762 petrol,Travel
reliance amzn fresh ref4250,Groceries
iocl paymart chennai,Fuel
hyd imps /483 71665 dental care note:c4127d1110 ref28846,Health & Medical
prime mart cilnic pay 8025 ajio note:0641734872 ref91726,Health & Medical
swiggy txn765,Food & Dining
ac repair noida 38363 gpay repair,Services
70864 laundry zee5 dinner,Entertainment
gas bill 51156 kol @85,Bills & Utilities
metro pvr ord8346,Entertainment
laundry urban company ticket,Services
daily mart vpa %366 kfc electricity board 92193,Food & Dining
global stores bpcl ord9425,Fuel
misc payment reliance,Others
79095 ref paytm pharmeasy del propert flight,Bills & Utilities
electircityboard kol 3592 zee5 upi,Bills & Utilities
property tax ubre @708 55731 paytm hyd note:7847dca231 ref30660,Travel
phonepe transworld noida redbus dominos %587,Travel
aslon %739 pos 19894 doctor,Services
cash withdrawal 93867 del cin note:b02926959d ref30851,Entertainment
dmart 99239 blr @549 hcpl cab,Fuel
phonepe 89983 ticket air india doasplaza,Food & Dining
electrician ref8062,Services
jio mart doctor rtgs kol bpcl @538,Groceries
44872 gpay indigo donation,Travel
29691 tata cliq,Health & Medical
vpa %308 card mum tata cliq,Shopping
express mart pathlab ref2123,Health & Medical
spot kol make my trip cab,Entertainment
utr 28931 meesho order subscription,Shopping
grofers ord121,Groceries
blr 85013 _113 utr ticket urban mall,Fuel
39001 ref onepay mum phonepe rap plumber petrol,Travel
cro paytm star services 88301,Shopping
omni corp pay hosueke 72309 doctor,Services
neft shop kol 81223 &612,Health & Medical
petrolubnk vpa ride dominos :434 73686,Fuel
ac repair star services kol,Services
city plaza rent ord6205,Others
donation txn1274,Others
uber city plaza noida,Travel
netf cafe coffee day phonepe _268 transworld 63694 pune doctor,Entertainment
_572 69288,Others
salon transworld chennai,Services
71091 gpay bcpl clinic :525 electricity board noida repair,Fuel
/129 utr 81830 dosa plaza fuel,Bills & Utilities
#972 pune 89185 gas bill phonepe clinic grocery,Bills & Utilities
amzn fresh utr salon card 67088 !272 note:89f42a20c5 ref59639,Groceries
rent quickpay blr 41509 rtgs %448 aji dinner,Shopping
!949 ynkaa 33780 gpay kol omni corp dinner,Shopping
dmart pune,Groceries
69198 ioc blr *780 pos,Fuel
36348 city plaza -744 dth recharge,Bills & Utilities
gpay housekeeping ticket 23029 @315 movie,Food & Dining
-746 chra daily mart 36958,Others
indigo gurgaon,Travel
34596 clinic lcinic vijayawada /617 repair,Health & Medical
noida 29988 phcl utr laundry ride dinner,Fuel
green fresh gpay uber 98213 big bazaar ticket note:153546cca3 ref22724 doctor,Groceries
myntar doctor 25028 note:86e8f3eb68 ref10752 petrol,Shopping
vijayawada upi 92603 ticket *717 note:f38ccbdd3d ref87625,Shopping
chennai shell 46795 utr airtel city plaza,Bills & Utilities
city plaza amzn fresh _928 doctor 4043 doctor,Travel
electricity board order neft 16562,Food & Dining
imps txn @725 flip gurgaon,Shopping
dmart apna mart del,Groceries
85111 blr global stores bill,Travel
fastlane hotstar ord564,Entertainment
uber ord5004,Travel
metro ticket 52048 utr @616 gurgaon note:08c2dcf67c ref73986,Food & Dining
eye care txn6242,Health & Medical
green fresh property tax txn250,Bills & Utilities
transworld kfc txn3622,Food & Dining
rent gurgaon _722 47853,Shopping
imps housekeeping shell 89217 grocery,Services
del *941 ac repair dth 129,Bills & Utilities
metro imps ref &604 lcinic 55744 ac repair note:ec4442f06b ref50574 movie,Health & Medical
cinema 54848 upi -322 rent txn,Others
union services mcdonalds pune _672 ref,Groceries
89619 jio mart &321 recharge,Travel
indigo ufelst 17957 utr,Fuel
apo car wash subscription,Health & Medical
daily mart meesho ref9838,Shopping
gurgaon gpay 29001 parking fee note:a1b8305281 ref61059,Entertainment
16494 donation del vpa ticket amzn fresh doctor,Others
courier shop /573 18922 del electr,Services
rtgs !609 electricity board dosa plaza del 76206,Food & Dining
courier ord590,Services
vpa pvr cash withdrawal 58146,Entertainment
gorf recharge note:c05017b497 ref48198,Groceries
26013 petrol pump paytm del ajio outlet repair,Shopping
vijayawada utr 9185 uber fuel station pos note:c8f9fe5b3e ref54252 petrol,Travel
59712 prime video paytm %817 grocery,Entertainment
rtgs 60038 -781 unknown card global stores gurgaon amzaon,Shopping
mx player rapido phonepe 39443 ref,Travel
petrol pump txn7873,Fuel
make my trip chennai spotify 36167 travelmart rtgs,Entertainment
pune upi metro *361 clinic 19371 fuel station petrol,Fuel
gurgaon pos tenb quickpay 41200,Bills & Utilities
blr recharge grofers utr 41818 %593,Groceries
pay express mart %287 phonepe noida 89315,Fuel
95654 utr cafecof doctor,Food & Dining
phonepe 30412 starbucks chennai *667 note:92749cd632 ref18168,Health & Medical
paytm omni corp 98616 %206 bigbasket note:75cefac010 ref70829,Bills & Utilities
indigo txn5575,Travel
vijayawada paytm bill :635 myntra,Shopping
laun 64778,Services
parkinfgee 42398 global stores paytm ref noida -230 grocery,Others
upi oicl %609 66804 charity,Fuel
express mart fortis ref3070,Health & Medical
hyd &719 aji bank transfer 42432,Shopping
urban mall flipkart txn510,Shopping
gurgaon 16183 fastag upi,Fuel
16820 property tax vijayawada onepay vpa repair,Bills & Utilities
pharm shop -8 sony liv vijayawada note:c84205d1dd ref86672,Health & Medical
swiggy doctor 57378 meesho,Shopping
salon mxplayre 25959 blr reliance upi movie,Entertainment
shop upi 57825 urabnco,Services
car wash txn6206,Services
quickpay myntra ref7987,Shopping
15024 netflix paytm @15 mum global stores medplus note:37307202d8 ref13684,Health & Medical
grofers irc 39158,Travel
meseho pharma imps 30692 _525 apna mart note:536f3edbb5 ref49778,Shopping
:189 paytm express mart 95115 jio tata cliq repair,Bills & Utilities
htostar card 33891 utr &805,Entertainment
:71 chennai 68483 vpa,Food & Dining
grocery mart ref1723,Groceries
flipkart &201 munii neft 54137 order grocery,Bills & Utilities
imps 69936 property tax #129 kfc fuel grocery,Food & Dining
netflix fastlane del,Entertainment
*844 paytm 98002 recharge sony fastlane croma,Entertainment
myntra ord1396,Shopping
burger king ref1581,Food & Dining
property tax txn6445,Bills & Utilities
vpa onepay 56353 cour kol :509 grocery,Services
pathlab ref6912,Health & Medical
*128 imps netflix petrol pump 62320 bill vijayawada transworld,Entertainment
grfo kol 92270 cab,Groceries
hyd 61588 green fresh _489 pvr fuel water board,Entertainment
ajio 84862 hyd,Health & Medical
83424 blr @675 rgocerymart note:a759ec2a28 ref30066,Groceries
quickpay bigbasket ord8387,Groceries
max hospital big bazaar paytm blr 741,Groceries
gpay 60680 pune zom express mart movie,Food & Dining
hyd vpa housekeeping doctor,Travel
kol metro ticket _527 utr 80150 petrol,Travel
arp 19152 imps fuel prime mart,Travel
72370 neft mum :622,Health & Medical
gsapump 23171 cafe coffee day note:736b09062c ref72809,Fuel
45853 chennai paytm tneb quickpay *741 ubr shop dinner,Travel
77013 petrol bunk paytm croma pune #196 txn movie,Shopping
irctc ride paytm 16657 :449 quickpay,Travel
onepay raipdo 34858 reliance fresh,Travel
myntra misc payment %203 paytm noida 92584,Shopping
zomato express mart hyd 2889,Food & Dining
pune 26829 clinic,Travel
*220 paytm kfc vijayawada 4085,Food & Dining
igft rtgs chennai 33004 metro dinner,Others
prime video ref2347,Entertainment
dental care gpay 66707 _158 txn note:27a9cdb07b ref13245,Health & Medical
pharma urban mall 29910 fuel station chennai hpcl note:5311ae4ef3 ref99643,Fuel
utr %452 57077 order,Bills & Utilities
zee5 paymart,Entertainment
chennai apo gas pump upi ticket 51722 note:e9bfb86bcb ref83068 subscription,Health & Medical
salon ref7873,Services
siwggy _367 txn dominos 62355,Food & Dining
paymart urban company mum dosaplzaa 38649 note:adef330eda ref67601,Food & Dining
utr recharge hyd *13 electricity board 20917 dinner,Travel
-251 jio ticket municipal note:83326bebe2 ref54213,Bills & Utilities
tiffin service ref #543 20407 petrol,Food & Dining
ajio outlet pharmeasy 72175 hyd flight,Shopping
gasbill 36055 paymart ref #817 movie,Bills & Utilities
94525 gpay shop dosa plaza _349 city plaza blr note:a4d014370f ref77863,Groceries
shell urban mall dental 19193 noida pharma note:fabe5073a7 ref62504,Health & Medical
flipkart #348 chennai utr mcdonalds,Food & Dining
84165,Entertainment
79453 hyd gas bill banktransefr note:3ebcb954ff ref75607 dinner,Others
croma ord6359,Shopping
shop city plaza gpay zomtao 69489 vijayawada,Food & Dining
rtgs del fuel &993,Entertainment
fastlane nykaa ord1408,Shopping
gpay txn electricity board noida *709,Bills & Utilities
kfc paytm mum 58794 shop /755,Food & Dining
car apna mart blr donation 75104 upi pharma repair,Services
59697 pay hott jio mart -108,Entertainment
65423 makmey &946 fastlane hyd,Travel
22319 gurgaon flight,Others
quickpay big bazaar ref7200,Groceries
pharma star services mum broadband bill 29076 maxhopsital,Health & Medical
shop chennai @720 22430 spotify bigbasket,Entertainment
pharma hyd buer utr &298,Travel
medplus star services,Health & Medical
salon ord5524,Services
shell ord8273,Fuel
union services airtel ref8902,Bills & Utilities
39089 domions upi star services del note:a50c4cfc62 ref35149 movie,Food & Dining
noida ref gift shop 72931,Entertainment
uber ref179,Travel
chennai ref 95590 property tax hotel taj,Bills & Utilities
apna mart !721 del cafe coffee day neft 42251 bank transfer,Food & Dining
burger king txn334,Food & Dining
26664 tiffin service onepay &674 utr repair,Services
%670 ola 87249 grocery,Travel
31064 pos @462 cinema unknown phonepe daily mart,Entertainment
phonepe @504 74409 note:dbff22b100 ref32731,Services
noida 54630 %697 ticket flight,Others
phonepe union services 82680 nykaa swigyg chennai,Food & Dining
misc payment hyd 79999 petrol paytm note:c147964d0e ref51189 petrol,Fuel
%200 upi 46321 pay miscapyment,Others
emtroticket #89 paytm note:b61c3fad29 ref39688,Travel
upi green fresh hotstar 25759,Entertainment
grocery mart kol *925 bharatpetrloeum,Fuel
15587 hyd grof imps property tax order /903 movie,Groceries
travelmart fuel station ord6039,Fuel
rtgs 25221 cash withdrawal note:64098f1cc3 ref53006,Others
*276 electrician 54141 phonepe ticket,Services
upi plum shop,Services
96833 kfc metrot chennai ticket,Travel
*40 vpa blr 27365 ref rapido subscription,Travel
shop 1448 bpcl :356 neft movie,Fuel
rent property tax fastlane pune 93130,Fuel
card star services 91233 vendor payment hyd note:60f1aa78c4 ref85942,Others
3835 property tax star services doctor noida rtgs electricity board note:e37e860db3 ref90395,Bills & Utilities
57964 tatcaliq kol &143 petrol pump txn,Shopping
hpcl city plaza,Fuel
pvr 37230 %108 utr flight,Entertainment
12582 imps pay kol :909 ube,Travel
neft dosa plaza 1051,Food & Dining
35054 gurgaon upi &381 shell cab make my trip,Fuel
91406,Others
quickpay pathlab ord5111,Health & Medical
netf 9823 vijayawada travelmart /822 note:ae697faeba ref23122,Entertainment
reliance hyd /581 card 34925 note:1f9cb76845 ref74054 movie,Food & Dining
reliance pay 96869 myntra neft !893,Services
metro ola txn2868,Travel
omni corp mx player ref1180,Entertainment
city plaza bigbasket ord739,Groceries
union services big bazaar ref8132,Groceries
urban mall laundry txn1459,Services
plumber quickpay rtgs &122 clinic 60207,Services
77510 :16 tataclqi noida ref grocery,Shopping
bookmyshow 74117 note:9d562e2ec8 ref22487 subscription,Health & Medical
medplus chennai,Health & Medical
paymart hpcl txn8635,Fuel
netflix onepay zee5 ticket gpay,Entertainment
courier apna mart del,Services
62181 hyd local kirana ride big ba repair,Groceries
71896 star services ride rtgs big bazaar mum,Services
noida gpay reliance fresh :664 ola 39227 note:9c969429ac ref38959,Groceries
chennai phonepe !642 cinema 71377,Travel
rtgs zee5 jio doctor _304 27203,Entertainment
quickpay amzn fresh utr 50675 %4,Groceries
nyk sony liv fastlane vpa #561 44748,Shopping
pay 35967 -607,Entertainment
travelmart zomato gpay @269,Bills & Utilities
42694 shop del -658 doctor,Shopping
99385 nidigo transworld flight,Travel
cab union services 50238 hotstar pune electr,Services
ride 9297 noida ac repair paytm domions,Food & Dining
amzn fresh ticket 84655 !712 phonepe vijayawada dma,Groceries
property tax mcdonalds gpay %887 del 7509,Bills & Utilities
71167 umnicipal clinic !419 phonepe grocery,Bills & Utilities
mall ord5257,Shopping
del charity airtel 83469 note:5d39407421 ref79999,Others
9212 sony phonepe rent,Entertainment
50954 entf rent paytm shell &416 grocery,Entertainment
tiffin service 90318 !566 clinic vijayawada grocery,Services
95136 upi groceyrmart parking fee /713 txn,Groceries
jio mart 18568 croma movie,Shopping
dth sony liv vijayawada 98830 ride grocery,Bills & Utilities
imps 76421 munic bill *784 gurgaon bookmyshow,Bills & Utilities
316365,Others
parking fee neft kol 84473 dinner,Others
express mart prime video ord3943,Entertainment
medplus ord201,Health & Medical
12924 fastag refuel bigbasket _92 paytm,Groceries
35025 fuel _935 noida uber subscription,Entertainment
hyd union services 35349 neft #308 ticket netf repair,Entertainment
utr ride chennai dinner,Travel
fastlane tiffins card vijayawada 25567 paytm :274,Services
ride 5180 local kirana note:32abb0a207 ref88962 doctor,Groceries
gurgaon electricity board 21608 spotify rent &352 neft flight,Bills & Utilities
pathlab 83796 gpay dental care cab note:95b1241011 ref19352,Health & Medical
pos 93779 star services electrician kol repair,Services
goibibo prime mart hyd,Travel
-457 blr 72443 prime mart courier bill,Services
chennai phonepe 5679 municipal %283 travelmart,Services
laun green fresh txn 24458 dosa plaza paytm,Services
cinema pune upi #44 38255 amzn fresh,Groceries
travelmart paytm &715 ticket hpc 12372 note:a9447ff772 ref98217,Fuel
_475 rapido gpay hyd grocer 74136 note:8eeb4bda77 ref73393,Groceries
starbucks 69365 yeec quickpay,Health & Medical
60957 card gpay reliance,Groceries
bbnow mum,Groceries
rtgs 14490 irctc bill banktrnasfer,Others
_563 64103 del phonepe medplus gasupmp,Fuel
rtgs 95691 note:7bcaaeb2d2 ref36425,Food & Dining
gpay satrbucks green fresh 35238 petrol,Food & Dining
union services bigbasket txn8142,Groceries
gas pump odna hyd upi 94679,Others
rtgs big bazaar kol uknnown 87709 card note:6f44b78f27 ref72230 subscription,Others
indigo broadban del phonepe urban mall 9459,Bills & Utilities
phonepe donation 15178 fuel prime mart rent,Others
laundry /647 hyd houseke utr 77474 shop note:9b74c08ab9 ref90442 flight,Services
234665,Health & Medical
jio mart 37828 gasb noida utr ticket repair,Bills & Utilities
*331 utr charity,Others
transworld amzn fresh ord9825,Groceries
phonepe max hospital swiggy shop /492 38991 doctor,Food & Dining
doctor neft redbus global stores 52722 note:90f387a66d ref73642,Bills & Utilities
89803 dospalaza rent blr #28 vpa,Food & Dining
mcdonlads neft dominos 81481 noida,Food & Dining
global stores dental care txn6260,Health & Medical
hotstar ref3891,Entertainment
utr ynk -781 salon movie,Shopping
charity metro,Others
paytm miscpa 59405 mum dental care flight,Others
53218 iolc noida make my trip reliance,Fuel
blr 60664 courier :629 bill,Services
quickpay reliance fresh ref1753,Groceries
pay #786 bbnow 94563 phonepe note:9c475dd27a ref43041 flight,Entertainment
89228 :704 bigbasket amzn fresh blr flight,Groceries
29687 bill pharm !669 hyd vpa,Health & Medical
starbucsk travelmart plumber gurgaon,Food & Dining
prime mart bookmyshow txn7802,Entertainment
netf #687 shop 18731 del imps water board note:ccfb48acbc ref60234,Entertainment
metro petrol bunk txn9830,Fuel
ajiooutelt blr #356 goibibo 96198 upi pharma petrol,Shopping
33010 pune prime mart _874 petrol bunk,Bills & Utilities
78859 :538 ticket grofres upi note:ae96244dea ref44887,Groceries
medplus blr,Health & Medical
fastlane vendor payment ref6963,Others
jio mart paymart mum,Groceries
48025 watero /362 quickpay blr fuel neft,Bills & Utilities
gas bill noida,Bills & Utilities
79838 txn rapido paytm,Groceries
local kirana 45537,Others
noida global stores 6387 water board netflix,Bills & Utilities
flipkart 21944 utr hyd fastgarefuel repair,Fuel
cab phonepe del ola apollo,Travel
paymart mum flipkart cab note:b44eb26da4 ref15359 grocery,Food & Dining
paytm flipkart recharge blr,Shopping
dth pune,Bills & Utilities
union services jio mart ref2469,Groceries
urban mall 32371 neft bpcl vendor payment kol dinner,Fuel
7373 clinic car rtgs doctor,Services
ttaacliq 99574 mum &230 big bazaar phonepe prime mart,Shopping
gurgaon fastag 72770 imps pharma,Fuel
14825 union services *623 jio mart utr cab,Groceries
utr 40567 eye care kol -398 gas bill,Health & Medical
paytm daily mart metro t 61880,Travel
petrol bunk ord3426,Fuel
cafe coffee day neft order -836 urban mall pharmeasy 86179 note:b9d1641e60 ref28513,Food & Dining
36886 reliance imps pvr netflix,Entertainment
rtgs hyd spotify hotstar fuel daily mart 40149 subscription,Entertainment
&385 star services parkingfee 4960 tata cliq,Others
ride swiggy 9758 upi &651,Food & Dining
ticket parking fee flipkatr mum 93455 note:dec7f6216b ref41044,Shopping
bbnow daily mart vijayawada,Groceries
61993 &966 pay transworld phonepe mum,Others
/814 37196 meesho upi cafe coffee day note:66169bf96e ref32231,Shopping
36458 car,Services
%702 dosaplaaz 72352 gurgaon,Food & Dining
51357 clinic cash withdrawal vijayawada urban mall *273,Fuel
indigo ord1497,Travel
onepay amzn fresh ref8595,Groceries
zee5 imps netf 22979 doctor travelmart subscription,Entertainment
50346 @254 laundry nykaa gurgaon txn,Services
paytm myntra 53827 blr dmrat,Groceries
imps vijayawada bookmyshow @749 6716,Health & Medical
cafecfo recharge rapido neft 33126,Food & Dining
tiffin service 36059 goibibo fuel upi,Travel
express mart laundry ord1347,Services
-243 cash with 85165 note:092751a6f4 ref97482,Others
tneb ref8391,Bills & Utilities
imps clinic 63504 &610 cab blr,Health & Medical
cab salon neft local kirana 67309 omni corp vijayawada,Services
pharma dental care 13846 &90 upi,Health & Medical
*436 max hos gpay kol kfc order 72522,Health & Medical
municipal daily mart pune,Bills & Utilities
paymart hyd 7131 pos,Others
vpa pharma meesho kol 85130,Bills & Utilities
clinic utr odnation @221 hyd 6251 flight,Others
meesoh 92160 neft card noida,Shopping
ticket 64625 noida petrol,Services
tata cliq gpay vijayawada 80463 shop spotify,Entertainment
noida recharge 82032,Others
electrician plumber 58721 pos quickpay,Services
kfc ord7404,Food & Dining
fortis union services hyd,Health & Medical
prime video 67462 noida,Travel
petrol pump aplolo cab 37342 apna mart paytm,Health & Medical
emtrot mum paytm 53451 urban mall card note:fe3ef028ec ref58271 movie,Travel
pvr pathlab upi pharma mum,Health & Medical
quickpay rent ref2655,Others
fuel ohtstar swiggy doctor,Entertainment
53742 !652 del unkn utr mall note:6305f1b740 ref55161,Others
ride redbus neft :944 grocery mart,Groceries
swiggy blr,Food & Dining
utr 58370 nteb chennai,Bills & Utilities
76135 petrol pump chennai _19 paymart repair,Fuel
vpa amazon 75447 pharma,Food & Dining
neft kol mcdonalds urbancompayn 62320 note:1cf0e18a1c ref36280,Services
72389 neft rent rapido %678 note:71653b23a5 ref45804,Groceries
vendor payment vijayawada -995 54479 burger king note:46bb06b5ba ref31492,Food & Dining
